model,seed,accuracy,pvalue
RandomForest,31415,0.5,0.83168
GradientBoosting,31415,0.5,0.70297
KNN,31415,0.58,0.53465
RandomForest,31415,0.5,0.79208
GradientBoosting,31415,0.5,0.69307
KNN,31415,0.58,0.53465
RandomForest,31415,0.5,0.85149
GradientBoosting,31415,0.5,0.69307
KNN,31415,0.58,0.53465
RandomForest,31415,0.5,0.80198
GradientBoosting,31415,0.5,0.68317
KNN,31415,0.58,0.53465
RandomForest,31415,0.5,0.80198
GradientBoosting,31415,0.5,0.67327
KNN,31415,0.58,0.53465
